search_id,domain_id,pass,strategy_phase,query,provider,date,filters,result_ids,kept,inclusion_rationale,exclusion_rationale,duplicate_handling,subject_source_id,chain_decision
LIT-03-S021,D47,1,D,authoritative source of truth model based engineering lifecycle data,OpenAlex (works?search=),2026-09-13,none,10.3390/systems7010007; 10.1016/j.compind.2023.103886; 10.1016/j.cirpj.2020.02.002; 10.1162/coli_a_00502; 10.1002/sys.21662; 10.1109/tem.2022.3186637,10.1002/sys.21662; 10.1109/tem.2022.3186637,"10.1002/sys.21662 (2023, 'Driving digital engineering integration and interoperability through semantic integration of models with ontologies') directly addresses D47/D48's model-integration-via-ontology mechanism, adjacent to H7's provenance chain; 10.1109/tem.2022.3186637 (2022, 'Bibliometric Analysis of Model-Based Systems Engineering: Past, Current, and Future') is a canonical Phase A bibliometric survey, useful for D46 vocabulary saturation as well as D47.","10.3390/systems7010007 recurs (already kept under D46, LIT-03-S005); a BIM+blockchain construction-lifecycle paper, a digital-twin-characterisation SLR, and an unrelated computational-linguistics/LLM paper (keyword collision on 'model') excluded as off-topic or duplicate.",10.3390/systems7010007 duplicate of the identifier kept in LIT-03-S005 (D46); not re-kept here.,none,none
LIT-03-S022,D47,1,A,"""authoritative source of truth"" digital engineering model PLM systems engineering",Web search (general),2026-09-13,none,https://www.omgwiki.org/MBSE/doku.php?id=mbse:authoritative_source_of_truth; arxiv:2405.19576; arxiv:2002.11672; https://www.researchgate.net/figure/llustration-of-models-connected-via-authoritative-source-of-truth-in-US-DoD-digital_fig1_345365081; https://virtualdutchman.com/2022/08/30/the-variable-source-of-truth-in-plm/,https://www.omgwiki.org/MBSE/doku.php?id=mbse:authoritative_source_of_truth; arxiv:2405.19576; arxiv:2002.11672,"The OMG MBSE Wiki's own glossary entry for 'authoritative source of truth' is the canonical community definition of the D47 variant term; arxiv:2002.11672 ('Towards Digital Engineering -- The Advent of Digital Systems Engineering') is an early, historically important framing paper for D48's 'digital engineering' vocabulary; arxiv:2405.19576 ('Transforming Information Systems Management: A Reference Model for Digital Engineering Integration') proposes an integration reference model spanning the D47/D48 boundary.","ResearchGate figure and Jos Voskuil's PLM blog posts are leads/product commentary, excluded per campaign rule.",none,none,none
LIT-03-S023,D47,1,D,lifecycle data integration product lifecycle management systems engineering,OpenAlex (works?search=),2026-09-13,none,10.1007/s10845-019-01512-w; 10.1016/j.cad.2008.12.001; 10.1243/09544054jem858; 10.1115/1.2031270; 10.1016/j.jclepro.2018.11.025; 10.1186/s12859-017-1934-z,10.1016/j.cad.2008.12.001; 10.1115/1.2031270; 10.1007/s10845-019-01512-w,"10.1016/j.cad.2008.12.001 (2008, 'An integration framework for product lifecycle management') and 10.1115/1.2031270 (2005, 'Streamlining PLM Processes: A Survey of PLM Implementations, Directions') are canonical, historically important PLM lifecycle-data-integration surveys/frameworks directly matching the D47 variant; 10.1007/s10845-019-01512-w (2019) is a state-of-the-art Digital Twin survey explicitly framed around PLM, bridging to D47's digital-thread vocabulary.","A product-service-systems state-of-the-art review (2007), a big-data-sustainability-in-manufacturing review, and an unrelated bioinformatics tool (ImageJ2, keyword collision) excluded as off-topic.",none,none,none
LIT-03-S024,D47,1,E,"""digital thread"" requirements design code test runtime evidence",OpenAlex,2026-09-13,none,10.1007/978-3-030-97516-6_2; 10.3390/pr13113488; 10.3390/rs13112119; 10.1016/j.heliyon.2024.e26503; 10.62311/nesx/rb-978-81-973329-0-6; 10.62311/nesx/rb-978-81-977776-9-1,none,"none (10.1007/978-3-030-97516-6_2 already kept under D46, LIT-03-S007; not re-kept here)","Pre-crafted collision query run verbatim. Remaining hits (an oil-and-gas digital-twin literature review, the Destination Earth digital-twin ecosystem, and generic digital-twin architecture reviews/book chapters) are digital-twin literature drawn in by the shared 'digital'+'runtime' vocabulary rather than genuine digital-thread/requirements-to-runtime-evidence matches; excluded.",10.1007/978-3-030-97516-6_2 recurs a second time (first kept at LIT-03-S007/D46); a third-encounter-strength saturation signal for this source across the campaign.,none,none
LIT-03-S025,D48,1,D,digital engineering ecosystem model-based acquisition,OpenAlex (works?search=),2026-09-13,none,10.1002/smj.2904; 10.1016/j.jbusres.2019.06.027; 10.1016/j.jbusres.2019.09.022; 10.1109/access.2020.2970143; 10.1016/j.lrp.2018.12.001; 10.1016/j.respol.2017.01.015,none,none,"OpenAlex's unfiltered relevance search drifted entirely to business-strategy/ecosystem and digital-transformation literature (theory of ecosystems, servitization business models, dynamic capabilities for digital transformation) -- a genuine sense-collision on 'ecosystem' between business-strategy and DoD digital-engineering usage, not a match on the D48 variant's intended meaning. Zero D48-relevant results; logged as a real zero-yield row rather than dropped silently.",none,none,none
LIT-03-S026,D48,1,E,digital engineering knowledge provenance decision lifecycle,OpenAlex,2026-09-13,none,10.6028/nist.sp.800-63b; 10.1016/j.bushor.2019.01.008; https://openalex.org/W1832033375; 10.1145/3442188.3445918; 10.1109/access.2020.2974810; 10.1109/bigdata.2015.7364047,https://openalex.org/W1832033375; 10.1109/bigdata.2015.7364047,"Pre-crafted collision query run verbatim. openalex.org/W1832033375 ('An Architecture for Provenance Systems', 2005; no DOI assigned -- a PASOA-project technical report, precursor to the W3C provenance standard) is a foundational, historically important provenance-systems architecture paper directly on point for H7's append-only-lineage claim; 10.1109/bigdata.2015.7364047 ('Big data provenance: Challenges, state of the art and opportunities', 2015) is a canonical provenance survey providing Phase A taxonomy transferable to D-System's provenance model.","NIST digital-identity-lifecycle guideline, a blockchain-supply-chain-provenance business paper, an ML-dataset-accountability paper, and a blockchain-digital-twins paper are adjacent 'provenance'/'lifecycle' keyword collisions in identity-management, supply-chain and ML-ops contexts respectively, not digital-engineering-ecosystem matches for this domain; excluded here though noted as candidate leads for a future cross-domain H7-general pass.",none,none,none
LIT-03-S027,D48,1,A,"""digital engineering ecosystem"" DoD systems engineering framework model-based acquisition",Web search (general),2026-09-13,none,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodi/500097p.PDF; arxiv:2512.09596; https://www.ptc.com/en/blogs/plm/dod-digital-engineering-strategy; https://www.parsons.com/2023/08/digital-engineering-enabling-success-across-the-dods-acquisition-process/; https://www.cto.mil/sea/dems/; https://www.dau.edu/acquipedia-article/digital-product-support; https://www.eacpds.com/resource-center/dodi-5000-97-plm-digital-engineering/; https://ansys.synopsys.com/blog/defense-digital-engineering,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodi/500097p.PDF; arxiv:2512.09596,DoDI 5000.97 is the primary US Department of Defense instruction that formally defines 'Digital Engineering Ecosystem' and 'Authoritative Source of Truth' and mandates model-based acquisition across defense programs -- the authoritative primary source for all three D48 variants (and the D47 authoritative-source-of-truth variant); kept as the field's governing document rather than assessed only from secondary vendor commentary. arxiv:2512.09596 ('Model management to support systems engineering workflows using ontology-based knowledge graphs') is a direct H7 collision -- ontology-based knowledge-graph provenance for SE workflow models.,"PTC/Parsons/Ansys-Synopsys/EACPDS/DAU/CTO.mil pages are vendor- or agency-commentary/product pages (leads), excluded per campaign rule in favor of the primary DoDI text.",none,none,none
LIT-03-S028,D48,1,D,digital engineering ecosystem model based acquisition systems,Crossref (query.bibliographic),2026-09-13,none,10.1007/978-3-030-82083-1_55; 10.5220/0012233900003598; 10.1002/sys.21305; 10.1007/978-3-030-27486-3_37-1; 10.1007/978-3-030-93582-5_37; 10.5220/0015046000004015,10.1007/978-3-030-82083-1_55; 10.5220/0012233900003598,"10.1007/978-3-030-82083-1_55 (2022, 'Toward an Enterprise Architecture for a Digital Systems Engineering Ecosystem') is a direct D48 architecture match; 10.5220/0012233900003598 (2023, 'A Methodology for Knowledge Integration and Acquisition in Model-Based Systems Engineering') collides with H7's knowledge/decision-provenance chain inside an MBSE/acquisition framing.","A system-of-systems acquisition negotiation-incentive model (2015) and a sociotechnical-persona modeling paper for digital service systems (2026) excluded as tangential/off-topic (personas, not provenance/acquisition).","10.1007/978-3-030-27486-3_37-1 and 10.1007/978-3-030-93582-5_37 ('Digital Twin: Key Enabler and Complement to Model-Based Systems Engineering') share an identical title and appear to be the same book chapter reissued across two Springer reference-work editions (2022/2023 printings); recorded as a duplicate pair, neither kept.",none,none
LIT-03-S029,D48,1,D,digital engineering ecosystem provenance,Semantic Scholar Graph API,2026-09-13,none,none,none,none,"api.semanticscholar.org returned HTTP 429 TooManyRequestsException; zero-yield failed-provider row, consistent with the rate-limiting observed across Pass 1b and repeated in LIT-03-S015.",none,none,none
LIT-03-S030,D48,1,D,"abs:""digital engineering"" AND abs:provenance",arXiv API (export.arxiv.org),2026-09-13,none,none,none,none,"export.arxiv.org returned 'Rate exceeded' within the 60s window (fourth confirmed arXiv rate-limit this session, one per domain attempted); abandoned per the no-retry-loop rule. Zero-yield failed-provider row.",none,none,none
LIT-03-S031,D49,1,A,"""specification-driven development"" software engineering survey",Web search (general),2026-09-13,none,https://en.wikipedia.org/wiki/Specification-driven_development; arxiv:2607.16680; arxiv:2605.18461; https://en.wikipedia.org/wiki/Spec-driven_development; arxiv:2605.01160; https://www.ibm.com/think/topics/spec-driven-development; arxiv:2602.00180; uspto:7603653; https://github.com/github/spec-kit; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7251619/,arxiv:2602.00180; arxiv:2605.01160; uspto:7603653; https://github.com/github/spec-kit,"arxiv:2602.00180 ('Spec-Driven Development: From Code to Contract in the Age of AI Coding Assistants') is a direct D49 mechanism paper framing bidirectional code<->contract derivation, relevant to H9; arxiv:2605.01160 ('The Productivity-Reliability Paradox: Specification-Driven Governance for AI-Augmented Software Development') is a direct governance-framing survey-adjacent source; uspto:7603653 ('System for measuring, controlling, and validating software development projects') is a historical patent describing spec-driven project validation, a Phase A canonical-model candidate predating the AI-agent renaissance; github/spec-kit is GitHub's own mature OSS spec-driven-development toolkit, the field's reference implementation.","Wikipedia pages (Specification-driven_development, Spec-driven_development) are tertiary leads, not evidence; arxiv:2605.18461 (AI-augmented one-person-squad case study) is tangential, not SDD-methodology-specific; ibm.com is a vendor product page (lead); PMC7251619 ('Characterising the Quality of Behaviour Driven Development Specifications') is a D52 BDD-domain match, flagged for reuse in that domain's pass rather than kept here.",none,none,none
LIT-03-S032,D49,1,A,"""spec-first"" OR ""contract-first"" API development methodology",Web search (general),2026-09-13,none,https://strapi.io/blog/api-first-development-guide; https://www.moesif.com/blog/technical/api-development/Embracing-the-Future-How-the-API-First-Approach-is-Revolutionizing-Software-Development/; https://www.moesif.com/blog/technical/api-development/Mastering-Contract-First-API-Development-Key-Strategies-and-Benefits/; https://buildwithfern.com/post/what-is-api-first-approach; arxiv:2510.19274; https://devblogs.microsoft.com/ise/design-api-first-with-typespec/; https://specmatic.io/appearance/api-design-first-in-practise-an-experience-report/; https://milindmehta89.medium.com/adopting-the-contract-first-approach-for-seamless-api-development-49931868bdf7,arxiv:2510.19274,"arxiv:2510.19274 ('From Specification to Service: Accelerating API-First Development Using Multi-Agent Systems') is a direct contract-first/spec-first multi-agent system paper, relevant to H7/H9 spec-to-artifact derivation.","Strapi, Moesif (x2), Fern, Microsoft ISE devblog, Specmatic and the Medium post are vendor/product/blog pages -- leads per campaign rule, not evidence.",none,none,none
LIT-03-S033,D49,1,D,contract-first API specification software engineering,OpenAlex,2026-09-13,none,https://openalex.org/W2160697532; https://openalex.org/W2041713059; https://openalex.org/W2135625048; https://openalex.org/W1975455609; https://openalex.org/W2134295053; https://openalex.org/W3152617045,none,none,"All six results are keyword-collision noise against 'contract'/'specification' (bioinformatics tooling, a software-testing-oracle survey, an astronomy package, protocol adaptors, an IoT survey, and blockchain smart contracts) -- no genuine contract-first/spec-first SE-methodology match surfaced by OpenAlex's ranking for this query.",none,none,none
LIT-03-S034,D49,1,D,specification-driven development software engineering,Crossref (query.bibliographic),2026-09-13,none,10.1201/9780203496299.ch14; 10.5220/0005231200320039; 10.5220/0010910800003119; 10.5220/0004344401570162; 10.5220/0005245104900497; 10.1002/0471028959.sof335,10.1201/9780203496299.ch14; 10.1002/0471028959.sof335,"10.1201/9780203496299.ch14 ('Specification-Driven Verification and Validation', 2005 book chapter) and 10.1002/0471028959.sof335 ('Specification-Driven Tools and Techniques', 2002, Wiley Encyclopedia of Software Engineering) are canonical historical/terminology-establishing sources for D49's core term, predating the 2020s AI-agent renaissance -- Phase A vocabulary anchors surfaced by a Phase D query.","The three SciTePress (5220) papers (adaptable model migrations, adaptive-systems fuzzification, DSL static analysis) are adjacent MDE/DSL-specification work, not specification-driven-development-methodology matches; excluded as off-domain though noted as MBSE-adjacent (D46) leads.",none,none,none
LIT-03-S035,D49,1,E,specification driven agent development lineage verification,Web search (general),2026-09-13,none,https://www.augmentcode.com/guides/what-is-spec-driven-development; https://www.augmentcode.com/guides/spec-driven-development-ai-agents-explained; https://levelup.gitconnected.com/formal-verification-in-spec-driven-development-enterprise-level-8118f9a4617a; arxiv:2602.00180; https://www.deeplearning.ai/courses/spec-driven-development-with-coding-agents; arxiv:2601.04556,arxiv:2601.04556,Pre-crafted collision query run verbatim. arxiv:2601.04556 ('4D-ARE: Bridging the Attribution Gap in LLM Agent Requirements Engineering') is a direct collision candidate for H9's bidirectional requirements<->code traceability/attribution claim.,"Augment Code guides, the gitconnected article, and the DeepLearning.AI course are vendor/course/blog leads, excluded per campaign rule.",arxiv:2602.00180 recurs from LIT-03-S031's kept set; not re-kept.,none,none
LIT-03-S036,D49,1,E,"""spec-driven development"" AI coding agent traceability lineage requirements",Web search (general),2026-09-13,none,https://www.jamasoftware.com/blog/what-is-spec-driven-development-sdd-for-ai-powered-engineering/; https://www.augmentcode.com/guides/what-is-spec-driven-development; arxiv:2606.30689; arxiv:2601.11688; https://medium.com/@dave-patten/spec-driven-development-with-ai-agents-from-build-to-runtime-diagnostics-415025fb1d62; https://www.deeplearning.ai/courses/spec-driven-development-with-coding-agents; arxiv:2602.20684; arxiv:2606.15283; arxiv:2601.04556,arxiv:2606.30689; arxiv:2601.11688; arxiv:2602.20684,"Sharper Phase-A-informed variant of the collision query. arxiv:2606.30689 ('Citation Discipline in Spec-Driven Development: ... Output Determinism and Automated Hallucination Detection in LLM-Generated Code') collides with H3 (provenance/evidence discipline) via citation/hallucination-detection in LLM-generated code; arxiv:2601.11688 ('SpecMap: Hierarchical LLM Agent for Datasheet-to-Code Traceability Link Recovery in Systems Engineering') is a strong H7/H9 collision -- an LLM-agent traceability-link-recovery system; arxiv:2602.20684 ('Agile V: A Compliance-Ready Framework for AI-Augmented Engineering -- From Concept to Audit-Ready Delivery') spans concept-to-audit-ready delivery, a candidate CRITICAL_COLLISION for H7's end-to-end lineage claim.","Jama Software, Augment Code, the Medium post, and DeepLearning.AI are vendor/blog/course leads; arxiv:2606.15283 ('AI-driven Software Development: A Pragmatic Path to Agentic Development Processes') is a general AI-SE-process paper, adjacent but not specification-as-artifact-specific, excluded.",arxiv:2601.04556 recurs from LIT-03-S035's kept set; not re-kept.,none,none
LIT-03-S037,D49,1,D,"abs:""specification-driven development""",arXiv API (export.arxiv.org),2026-09-13,none,none,none,none,"export.arxiv.org did not respond within the ~20s window (curl exit 28, connection/operation timeout); abandoned per the no-retry-loop rule. Zero-yield failed-provider row, consistent with the rate-limiting/unresponsiveness observed across this session's earlier arXiv attempts.",none,none,none
LIT-03-S038,D49,1,A,"""spec-as-source-of-truth"" software development specification",Web search (general),2026-09-13,none,https://github.com/sdd-labs/awesome-spec-driven-development/blob/main/handbook/concepts/specifications-as-source-of-truth.md; https://github.com/github/spec-kit/blob/main/spec-driven.md; https://www.augmentcode.com/guides/spec-as-source-of-truth-rebuildable-codebase; https://en.wikipedia.org/wiki/Spec-driven_development; https://www.ibm.com/think/topics/spec-driven-development; https://www.glukhov.org/app-architecture/documentation/what-is-spec-driven-development/; https://www.mindstudio.ai/blog/source-of-truth-in-software-development-changing; https://intent-driven.dev/blog/2025/11/09/spec-driven-development-openspec-source-truth/; https://www.thebcms.com/blog/spec-driven-development/; https://learn.microsoft.com/en-us/training/modules/spec-driven-development-github-spec-kit-enterprise-developers/1-introduction,https://github.com/sdd-labs/awesome-spec-driven-development,sdd-labs/awesome-spec-driven-development is a maintained OSS handbook explicitly formalizing 'specifications as source of truth' as a named concept -- kept as the field's own terminology source for the mandated spec-as-source-of-truth variant.,"Augment Code, Wikipedia, IBM, glukhov.org, MindStudio, intent-driven.dev, thebcms.com and the Microsoft Learn training module are vendor blogs/tertiary pages/training material -- leads, not evidence.",github/spec-kit recurs from LIT-03-S031's kept set; not re-kept.,none,none
LIT-03-S039,D50,1,A,"""executable specification"" software engineering formal survey",Web search (general),2026-09-13,none,arxiv:2506.14627; https://www.sciencedirect.com/topics/engineering/executable-specification; https://www.researchgate.net/publication/221089336_A_Survey_of_Formal_Concept_Analysis_Support_for_Software_Engineering_Activities; arxiv:cmp-lg/9603004; uspto:7281237; https://ieeexplore.ieee.org/document/8523066; uspto:7543274; https://maxapress.com/data/article/ker/preview/pdf/S0269888900007566.pdf,arxiv:2506.14627; arxiv:cmp-lg/9603004; https://ieeexplore.ieee.org/document/8523066,"arxiv:2506.14627 ('Formalising Software Requirements with Large Language Models') is a direct H7/H9-relevant survey draft on LLM-based requirement formalization; arxiv:cmp-lg/9603004 (Attempto, 1996, controlled-natural-language toward executable specifications) is a historically important Phase A canonical paper predating modern SDD; ieeexplore.ieee.org/document/8523066 ('Executable Specs: What Makes One, and How Are They Used?', SAE/IEEE book chapter) kept as a paywalled canonical taxonomy source, assessed from title/abstract only (access_limitation: abstract_only).","sciencedirect.com Topics page is a tertiary encyclopedia lead; the ResearchGate FCA survey is off-domain (formal concept analysis, not executable specification); uspto:7281237 and uspto:7543274 are runtime-verification/process-specification patents adjacent to D65/H11 rather than D50-specific, noted as cross-domain leads not kept here; maxapress.com KER article is a paywalled/unclear-access lead not pursued further this pass.",none,none,none
LIT-03-S040,D50,1,A,"""living documentation"" ""specification by example"" Gojko Adzic",Web search (general),2026-09-13,none,https://www.blinkist.com/en/books/specification-by-example-en; https://www.perlego.com/book/2682516/specification-by-example-how-successful-teams-deliver-the-right-software-pdf; https://academy.xebia.com/training/specification-by-example-gojko-adzic/; https://www.goodreads.com/book/show/10288718-specification-by-example; https://www.codurance.com/publications/2017/04/03/learning-specification-by-example-from-gojko-adzic; https://grokipedia.com/page/Specification_by_example; https://www.infoq.com/articles/specification-by-example-book,"Gojko Adzic, 'Specification by Example: How Successful Teams Deliver the Right Software', Manning, 2011, ISBN 9781617290084","Adzic (2011) is the canonical, field-naming text for both 'specification by example' and 'living documentation' -- the historically important source establishing this domain's core vocabulary (Phase A). Recorded by bibliographic identity (ISBN) per canonical-form rules since no DOI/arXiv id exists for this monograph; Manning publisher page is the stable locator.","Blinkist, Perlego, Xebia training page, Goodreads, Codurance, Grokipedia and InfoQ are summaries/reviews/vendor pages -- leads per campaign rule, generated/derivative summaries never substituted for the primary text.",none,none,none
LIT-03-S041,D50,1,D,executable specification,OpenAlex,2026-09-13,none,https://openalex.org/W2066381570; https://openalex.org/W2074864682; https://openalex.org/W2532148357; https://openalex.org/W1519972603; https://openalex.org/W2149911648; https://openalex.org/W1609139967,10.1016/0164-1212(90)90074-v; 10.1109/tse.1986.6312946; 10.1007/3-540-13346-1_11,"10.1016/0164-1212(90)90074-v ('TRIO: A logic language for executable specifications of real-time systems', 1990), 10.1109/tse.1986.6312946 ('Salient features of an executable specification language and its environment', 1986) and 10.1007/3-540-13346-1_11 ('Executable specification of static semantics', 1984) are historically foundational executable-specification papers -- direct Phase A canonical-model sources predating the term's modern SDD usage.","'A system-design methodology: executable-specification refinement' (hardware EDTC context), the Nemos memory-consistency-model framework, and 'Functional programs as executable specifications' are adjacent formal-methods/hardware-design applications of the same term, noted as related but not kept as core D50 sources this pass.",none,none,none
LIT-03-S042,D50,1,D,executable specification requirements traceability,OpenAlex,2026-09-13,none,https://openalex.org/W2124405605; https://openalex.org/W2147880466; https://openalex.org/W1590810061; https://openalex.org/W4322576964; https://openalex.org/W2128226234; https://openalex.org/W2293400264,none,none,"OpenAlex's full-text search ranking on this longer query surfaced only broad requirements-engineering/networking noise (a general RE survey, a process-control requirements-spec paper, RFC1122, a 6G survey) plus a duplicate of the Open Provenance Model spec already relevant to earlier provenance domains (D02/D03) -- no new D50-specific match; the shorter query (LIT-03-S041) was far more precise.","The Open Provenance Model core specification (W2128226234) recurs as a keyword collision from the provenance domains, not a D50 match.",none,none
LIT-03-S043,D50,1,D,acceptance-test driven development traceability,Crossref (query.bibliographic),2026-09-13,none,10.31142/ijtsrd23698; 10.1007/978-3-642-04288-1_5; 10.1007/978-3-642-04288-1_6; 10.1109/tefse.2009.5069579; 10.1007/978-1-4842-3832-5_16; 10.1109/qrs-c.2019.00096,10.31142/ijtsrd23698; 10.1109/tefse.2009.5069579; 10.1109/qrs-c.2019.00096,"10.31142/ijtsrd23698 ('Comparative Study of TDD, BDD and ATDD', 2019) is a direct taxonomy/comparison source spanning D50 and D52; 10.1109/tefse.2009.5069579 ('Towards traceable test-driven development', 2009) is a direct H7/H9 collision connecting test-driven practice to traceability; 10.1109/qrs-c.2019.00096 ('Enhancing Acceptance Test-Driven Development with Model-Based Test Generation', 2019) collides with H7/H9 via model-based generation of acceptance tests.",Two book-chapter studies on percentage/rate of acceptance tests passed (Lean/XP empirical measurement) and a general 'Acceptance Test Driven Development' encyclopedia chapter are process-metrics/definitional sources adjacent but not kept as primary evidence this pass.,none,none,none
LIT-03-S044,D50,1,E,executable specification traceability implementation verification loop,Web search (general),2026-09-13,none,https://github.com/akaszubski/autonomous-dev/issues/1416; arxiv:1303.1010; uspto:8412668; https://www.parasoft.com/learning-center/do-178c/requirements-traceability/; uspto:8938707; https://github.com/gosha70/code-copilot-team/issues/190; arxiv:2306.05229; uspto:7281237; arxiv:2605.26457,arxiv:1303.1010; arxiv:2605.26457,"Pre-crafted collision query run verbatim. arxiv:1303.1010 ('Runtime Verification Based on Executable Models: On-the-Fly Matching of Timed Traces') is a direct H11 collision (executable-specification-driven runtime verification); arxiv:2605.26457 ('Verus-SpecGym: An Agentic Environment for Evaluating Specification Autoformalization') collides with H7/H9 -- an agentic environment evaluating spec-to-code autoformalization, also relevant to D51 formal specification (Verus is a formal-verification tool).","Parasoft DO-178C page is a vendor page (lead); uspto:8412668, uspto:8938707 and uspto:7281237 (recurring from LIT-03-S039) are executable-model/verification-plan patents, noted but not kept as primary D50 evidence given accessible academic sources exist; arxiv:2306.05229 (multiple-execution monitorability) is runtime-verification-adjacent (D65) rather than D50-specific.",uspto:7281237 recurs from LIT-03-S039.,none,none
LIT-03-S045,D50,1,E,"""acceptance-test driven"" development requirements traceability code generation",Web search (general),2026-09-13,none,https://www.qodo.ai/glossary/acceptance-test-driven-development/; https://zencoder.ai/glossary/acceptance-test-driven-development; 10.4236/jsea.2013.610a005; arxiv:2606.06563; arxiv:2510.18861; https://github.com/akaszubski/autonomous-dev/issues/1416; https://www.geeksforgeeks.org/software-engineering/acceptance-test-driven-development-atdd-in-software-engineering/; https://www.methodsandtools.com/archive/archive.php?id=118,10.4236/jsea.2013.610a005; arxiv:2606.06563; arxiv:2510.18861,"10.4236/jsea.2013.610a005 (Corriveau, 'Traceability in Acceptance Testing', 2013) is a direct H7/H9 collision on acceptance-test-to-requirement traceability; arxiv:2606.06563 ('AI-Driven Test Case Generation from Natural Language Requirements: A Survey') is load-bearing -- it states no existing fully generative LLM-based system simultaneously achieves full automation and formal traceability, directly bearing on H9's traceability claim; arxiv:2510.18861 ('Streamlining Acceptance Test Generation for Mobile Applications Through LLMs') is a direct industrial ATDD+LLM case study.",Qodo.ai and Zencoder.ai glossary pages and GeeksforGeeks are vendor/tutorial leads; methodsandtools.com is a practitioner-magazine lead; the akaszubski GitHub issue recurs (see duplicate_handling).,"github.com/akaszubski/autonomous-dev/issues/1416 recurs from LIT-03-S044 (not kept in either row -- an individual project issue, not primary evidence, but the recurrence itself is noted per the campaign's late-duplicate-rate rule).",none,none
LIT-03-S046,D50,1,D,"abs:""executable specification"" AND abs:traceability",arXiv API (export.arxiv.org),2026-09-13,none,none,none,none,"export.arxiv.org returned HTTP 429 after ~16s (rate exceeded); abandoned per the no-retry-loop rule. Zero-yield failed-provider row, consistent with rate-limiting observed throughout this session.",none,none,none
LIT-03-S047,D51,1,A,"""formal methods"" ""formal specification"" survey software engineering industrial adoption",Web search (general),2026-09-13,none,https://dl.acm.org/doi/full/10.1145/3689374; 10.1007/s10664-020-09836-5; arxiv:1812.08815; 10.1145/1592434.1592436; https://epubs.stfc.ac.uk/manifestation/4234/fmsurvey.pdf; https://www.researchgate.net/publication/375328063_Formal_Methods_Adoption_in_Industry_An_Experience_Report; https://www.fmeurope.org/documents/Garavel-terBeek-vandePol-20.pdf; arxiv:2108.05556,10.1145/1592434.1592436; 10.1007/s10664-020-09836-5; arxiv:2108.05556,"10.1145/1592434.1592436 (Woodcock et al., 'Formal Methods: Practice and Experience', ACM Computing Surveys 2009 -- paywalled, assessed via the freely mirrored PDF at epubs.stfc.ac.uk, access_limitation: preprint_version) is the canonical industrial-adoption survey for formal methods, the field's own terminology map (Phase A); 10.1007/s10664-020-09836-5 ('Formal methods in dependable systems engineering: a survey of professionals', Empirical SE 2020, also on arXiv as 1812.08815) is a direct adoption-barriers survey; arxiv:2108.05556 ('A Survey of Static Formal Methods for Building Dependable Industrial Automation Systems') is a domain-specific canonical survey.","The FM-Europe 2020 expert-survey PDF and the ResearchGate industry-experience-report PDF are secondary/grey-literature leads, not kept as primary evidence given the peer-reviewed surveys above cover the same ground.",none,none,none
LIT-03-S048,D51,1,A,Z notation formal specification history,Web search (general),2026-09-13,none,https://link.springer.com/chapter/10.1007/978-1-4471-0701-9_1; https://formalmethods.fandom.com/wiki/Z_notation; https://www.researchgate.net/publication/307465351_The_Z_Notation_Whence_the_Cause_and_Whither_the_Course; https://link.springer.com/chapter/10.1007/978-3-319-29628-9_3; https://en.wikipedia.org/wiki/Z_notation; https://www.scribd.com/document/23979419/Z-notation-book; https://www.researchgate.net/publication/353121602_Z_Formal_Specification_Language,10.1007/978-1-4471-0701-9_1,"10.1007/978-1-4471-0701-9_1 ('Z: A Formal Specification Notation') kept as the canonical historical/introductory chapter on the Z notation, one of the mandated D51 variants -- established by Abrial/Schuman/Meyer at Oxford from the late 1970s, ISO-standardized, used on the IBM CICS project. Genuine Z-notation search run per campaign instruction even though the single-letter variant is a trivial substring elsewhere.","Fandom wiki, ResearchGate preprints, Wikipedia and Scribd are tertiary/lead pages, not primary evidence.",none,none,none
LIT-03-S049,D51,1,A,TLA+ Lamport specification language model checking,Web search (general),2026-09-13,none,arxiv:2604.12172; arxiv:2311.01258; https://lamport.azurewebsites.net/pubs/yuanyu-model-checking.pdf; https://pron.github.io/posts/tlaplus_part1; 10.5555/646704.702012; arxiv:2509.23130; arxiv:2606.06133; arxiv:0811.1914; https://lamport.azurewebsites.net/tla/book-02-08-08.pdf,10.5555/646704.702012; arxiv:2606.06133; arxiv:0811.1914,"10.5555/646704.702012 (Yu, Manolios, Lamport, 'Model Checking TLA+ Specifications', CHARME 1999) is the canonical TLC model-checker paper for the mandated TLA+ variant; arxiv:0811.1914 ('A TLA+ Proof System') documents TLAPS, the mechanical proof checker, relevant to formal-specification-to-evidence claims; arxiv:2606.06133 ('TLA-Prover: Verifiable TLA+ Specification Synthesis via Preference-Optimized LoRA') is an H7/H9 collision -- LLM-driven spec synthesis with verifiability.","Lamport's own 'Specifying Systems' book PDF and the pron.github.io blog post are primary-author/blog leads (the book is the canonical TLA+ reference but not separately DOI/arXiv-identified, noted as a Phase A source); arxiv:2604.12172 (cross-chain bridge verification) and arxiv:2311.01258 (formal methods for autonomous systems) are TLA+-adjacent application papers, not kept as core D51 evidence this pass.",none,none,none
